analogy,cos,w3w4,w2w4,addrank,baserank,domainsimrank,mulrank,diffrank,category,freq1,freq2,freq3,freq4
fly:maggot::duck:duckling,0.3256368288336432,0.47139897186462243,0.18397223032312762,151,65,37173,122,536036,: animal and young,64317,680,22351,752
fly:maggot::eagle:eaglet,0.10328291028766226,0.4465164629735501,-0.0707141945055676,176417,56,1222947,187082,1350242,: animal and young,64317,680,46506,207
fly:maggot::fish:fingerling,0.4208837170799444,0.503524640250697,0.35170158127449924,129,357,1035,122,15846,: animal and young,64317,680,129071,54
fly:maggot::frog:tadpole,0.43320445261224344,0.5151180288969297,0.4187320451033758,65,236,148,65,10871,: animal and young,64317,680,22637,907
fly:maggot::horse:foal,0.28507317899504525,0.45714174130924584,0.09247932130558655,610,162,180962,582,1077478,: animal and young,64317,680,127812,1994
fly:maggot::insect:larva,0.47439808791151833,0.5858081715864989,0.4395153936229643,67,63,79,64,11615,: animal and young,64317,680,13238,4807
fly:maggot::goose:gosling,0.05126040067308098,0.08799912251630734,0.010085125539771126,447314,139800,649813,442034,986101,: animal and young,64317,680,9631,1514
fly:maggot::hawk:eyas,0.2365367057634291,0.353536523858066,0.08861838457272908,1983,234,193295,1930,718949,: animal and young,64317,680,18391,8
fly:maggot::horse:foal,0.28507317899504525,0.45714174130924584,0.09247932130558655,610,162,180962,582,1077478,: animal and young,64317,680,127812,1994
fly:maggot::kangaroo:joey,0.0421615468967574,0.04491019046069009,0.11094060367744059,472207,287301,132559,472990,786391,: animal and young,64317,680,7074,16138
fly:maggot::owl:owlet,0.36286410431175437,0.5969596646931629,0.10312601159661108,91,7,151314,103,1145263,: animal and young,64317,680,12424,280
fly:maggot::pig:piglet,0.3918072237400736,0.5376172143906938,0.2929289070524092,62,24,4108,52,327662,: animal and young,64317,680,16222,687
fly:maggot::rabbit:bunny,0.4169077821118698,0.6252425600216586,0.19568649979830538,13,4,30031,13,839433,: animal and young,64317,680,15931,7773
fly:maggot::sheep:lamb,0.3362712615457809,0.3944894837882045,0.22547606431454517,343,554,16889,334,52727,: animal and young,64317,680,31794,14866
fly:maggot::swan:cygnet,0.22759409156110552,0.449334840657349,0.05914060190927512,1976,12,315222,2180,1326157,: animal and young,64317,680,20773,481
frog:tadpole::bear:cub,0.3335190818761189,0.438731753874935,0.14556477576841423,40,19,66346,41,358127,: animal and young,22637,907,71174,5378
frog:tadpole::cat:kitten,0.5337666332099401,0.6754624000989568,0.28412092693025864,2,5,7375,2,17862,: animal and young,22637,907,50326,2739
frog:tadpole::cow:calf,0.4442376798836206,0.6276009130868511,0.191133955906697,10,5,33157,10,674180,: animal and young,22637,907,16036,5455
frog:tadpole::chicken:chick,0.3623333474098491,0.45003591929293324,0.22391715325548062,262,409,20222,245,133118,: animal and young,22637,907,22976,6717
frog:tadpole::deer:fawn,0.24216018700958963,0.3926426801159821,0.2222726058452769,2743,534,20708,2652,1166516,: animal and young,22637,907,29237,1981
frog:tadpole::dog:puppy,0.6107591832029585,0.7299511716777783,0.31324105359349913,1,2,4165,1,840,: animal and young,22637,907,80547,3762
frog:tadpole::duck:duckling,0.2938813944565356,0.47139897186462243,0.2529388505024443,411,65,12767,354,1203733,: animal and young,22637,907,22351,752
frog:tadpole::eagle:eaglet,0.3847816939765455,0.4465164629735501,0.14042215330341823,12,56,72165,12,29954,: animal and young,22637,907,46506,207
frog:tadpole::fish:fingerling,0.45659730087457157,0.503524640250697,0.3645818594364951,223,357,1316,220,3761,: animal and young,22637,907,129071,54
frog:tadpole::fly:maggot,0.29765144983009734,0.2763198470880295,0.4187320451033758,444,1636,386,460,5633,: animal and young,22637,907,64317,680
frog:tadpole::horse:foal,0.38450074828123393,0.45714174130924584,0.19849909727887635,62,162,29712,60,45345,: animal and young,22637,907,127812,1994
frog:tadpole::insect:larva,0.6091684456845323,0.5858081715864989,0.5420797957802583,3,63,33,3,63,: animal and young,22637,907,13238,4807
frog:tadpole::goose:gosling,0.16974241326040282,0.08799912251630734,0.06232598646080565,11056,139800,313597,11235,13517,: animal and young,22637,907,9631,1514
frog:tadpole::hawk:eyas,0.3034046918929279,0.353536523858066,0.1778081311258856,152,234,40364,150,95931,: animal and young,22637,907,18391,8
frog:tadpole::horse:foal,0.38450074828123393,0.45714174130924584,0.19849909727887635,62,162,29712,60,45345,: animal and young,22637,907,127812,1994
frog:tadpole::kangaroo:joey,0.04032487378276023,0.04491019046069009,0.11743118335969972,335931,287301,107735,339108,618397,: animal and young,22637,907,7074,16138
frog:tadpole::owl:owlet,0.35911263956120687,0.5969596646931629,0.20214556783437854,142,7,28206,151,1315737,: animal and young,22637,907,12424,280
frog:tadpole::pig:piglet,0.3576063632911678,0.5376172143906938,0.28067465135124975,170,24,7860,152,1068496,: animal and young,22637,907,16222,687
frog:tadpole::rabbit:bunny,0.3972454464511661,0.6252425600216586,0.19320264350872096,29,4,32181,31,1268174,: animal and young,22637,907,15931,7773
frog:tadpole::sheep:lamb,0.2869374499127449,0.3944894837882045,0.11702482053640571,993,554,108548,991,610892,: animal and young,22637,907,31794,14866
frog:tadpole::swan:cygnet,0.37715794298315375,0.449334840657349,0.18224547980375894,4,12,37824,4,56954,: animal and young,22637,907,20773,481
horse:foal::bear:cub,0.3491989078241688,0.438731753874935,0.2562049831203342,19,19,2853,18,143491,: animal and young,127812,1994,71174,5378
horse:foal::cat:kitten,0.5652460184718884,0.6754624000989568,0.3584470411049777,2,5,1002,2,255,: animal and young,127812,1994,50326,2739
horse:foal::cow:calf,0.5108023536954533,0.6276009130868511,0.43885359264538026,4,5,382,4,3636,: animal and young,127812,1994,16036,5455
horse:foal::chicken:chick,0.36841031135112273,0.45003591929293324,0.1519345834539223,59,409,20411,59,76090,: animal and young,127812,1994,22976,6717
horse:foal::deer:fawn,0.3371595273197585,0.3926426801159821,0.3241099369162926,206,534,1409,212,59285,: animal and young,127812,1994,29237,1981
horse:foal::dog:puppy,0.6039032804547695,0.7299511716777783,0.3205238516106981,3,2,1463,2,64,: animal and young,127812,1994,80547,3762
horse:foal::duck:duckling,0.34149090315364916,0.47139897186462243,0.14054886108708653,45,65,28932,46,464712,: animal and young,127812,1994,22351,752
horse:foal::eagle:eaglet,0.4069417191690624,0.4465164629735501,0.19635088764960673,11,56,6732,11,3583,: animal and young,127812,1994,46506,207
horse:foal::fish:fingerling,0.36120301991775283,0.503524640250697,0.18254504542210426,466,357,9038,505,527634,: animal and young,127812,1994,129071,54
horse:foal::fly:maggot,0.11583591372962301,0.2763198470880295,0.09247932130558655,37853,1636,125348,39134,1317353,: animal and young,127812,1994,64317,680
horse:foal::frog:tadpole,0.4176340292994621,0.5151180288969297,0.19849909727887635,72,236,6454,73,44071,: animal and young,127812,1994,22637,907
horse:foal::insect:larva,0.4209328619237674,0.5858081715864989,0.12420689348623194,133,63,48059,142,424166,: animal and young,127812,1994,13238,4807
horse:foal::goose:gosling,0.10074179858200355,0.08799912251630734,0.002887747393230358,90653,139800,792306,94438,303601,: animal and young,127812,1994,9631,1514
horse:foal::hawk:eyas,0.2678389245556171,0.353536523858066,0.22340909448212096,547,234,4258,581,417143,: animal and young,127812,1994,18391,8
horse:foal::kangaroo:joey,0.022703748974692906,0.04491019046069009,0.04654897475002969,511440,287301,391312,523756,861121,: animal and young,127812,1994,7074,16138
horse:foal::owl:owlet,0.374403717047742,0.5969596646931629,0.10184809616727399,96,7,95242,93,1239648,: animal and young,127812,1994,12424,280
horse:foal::pig:piglet,0.3808509438962875,0.5376172143906938,0.14771537279841357,28,24,23179,28,551498,: animal and young,127812,1994,16222,687
horse:foal::rabbit:bunny,0.39449945044756896,0.6252425600216586,0.08891748245033892,20,4,138623,22,1175008,: animal and young,127812,1994,15931,7773
horse:foal::sheep:lamb,0.2778046102639314,0.3944894837882045,0.1686491138067425,782,553,12765,813,661747,: animal and young,127812,1994,31794,14866
horse:foal::swan:cygnet,0.38709322330687446,0.449334840657349,0.31481584749277103,5,12,1559,5,20910,: animal and young,127812,1994,20773,481
insect:larva::bear:cub,0.3484830438651743,0.438731753874935,0.06298808533132223,11,19,273123,11,354585,: animal and young,13238,4807,71174,5378
insect:larva::cat:kitten,0.5516658030220113,0.6754624000989568,0.17088971137603612,1,5,45436,1,16263,: animal and young,13238,4807,50326,2739
insect:larva::cow:calf,0.5246299834382501,0.6276009130868511,0.1862233639587149,1,5,37303,1,10870,: animal and young,13238,4807,16036,5455
insect:larva::chicken:chick,0.39865686991551924,0.45003591929293324,0.23430951352367207,178,409,19391,174,29224,: animal and young,13238,4807,22976,6717
insect:larva::deer:fawn,0.43461733834076,0.3926426801159821,0.28443617623035883,10,534,8894,10,50,: animal and young,13238,4807,29237,1981
insect:larva::dog:puppy,0.5908154450999298,0.7299511716777783,0.1548641173705835,1,2,55633,1,7956,: animal and young,13238,4807,80547,3762
insect:larva::duck:duckling,0.36638954986754446,0.47139897186462243,0.09284920913483788,25,65,148600,22,451663,: animal and young,13238,4807,22351,752
insect:larva::eagle:eaglet,0.3305034395183665,0.4465164629735501,0.06109882122030442,42,56,283966,42,752152,: animal and young,13238,4807,46506,207
insect:larva::fish:fingerling,0.4378974239153537,0.503524640250697,0.24215397496618804,151,357,17268,152,26591,: animal and young,13238,4807,129071,54
insect:larva::fly:maggot,0.15537496886487226,0.2763198470880295,0.4395153936229643,8910,1635,475,9114,1238116,: animal and young,13238,4807,64317,680
insect:larva::frog:tadpole,0.5384086132279415,0.5151180288969297,0.5420797957802583,1,236,68,1,10,: animal and young,13238,4807,22637,907
insect:larva::horse:foal,0.4209829019648401,0.45714174130924584,0.12420689348623194,27,162,85646,27,3398,: animal and young,13238,4807,127812,1994
insect:larva::goose:gosling,0.08187964032414333,0.08799912251630734,-0.020040979587989782,146899,139800,980440,150554,532825,: animal and young,13238,4807,9631,1514
insect:larva::hawk:eyas,0.30340093107603905,0.353536523858066,0.14982041239092322,56,234,59425,58,162112,: animal and young,13238,4807,18391,8
insect:larva::horse:foal,0.4209829019648401,0.45714174130924584,0.12420689348623194,27,162,85646,27,3398,: animal and young,13238,4807,127812,1994
insect:larva::kangaroo:joey,0.10674592864566708,0.04491019046069009,-0.009039787414319286,67285,287301,883762,70055,64875,: animal and young,13238,4807,7074,16138
insect:larva::owl:owlet,0.4433264089464639,0.5969596646931629,0.16801055040523233,4,7,47134,4,678155,: animal and young,13238,4807,12424,280
insect:larva::pig:piglet,0.3711937543138257,0.5376172143906938,0.1452140900470644,35,24,63229,34,1130877,: animal and young,13238,4807,16222,687
insect:larva::rabbit:bunny,0.4408525975677072,0.6252425600216586,0.04683438349173812,4,4,377886,4,1068557,: animal and young,13238,4807,15931,7773
insect:larva::sheep:lamb,0.2846220638623425,0.3944894837882045,0.010405714399107792,754,554,698259,772,871669,: animal and young,13238,4807,31794,14866
insect:larva::swan:cygnet,0.3408688361036952,0.449334840657349,0.08103801249846602,14,12,188081,14,606731,: animal and young,13238,4807,20773,481
goose:gosling::bear:cub,0.15914448575609197,0.438731753874935,0.09557235911050492,12521,19,120743,13141,1294961,: animal and young,9631,1514,71174,5378
goose:gosling::cat:kitten,0.3722125234512312,0.6754624000989568,0.17015355770511167,25,5,24685,25,446637,: animal and young,9631,1514,50326,2739
goose:gosling::cow:calf,0.24371657392750667,0.6276009130868511,0.0697809673105683,1689,5,207384,1710,1326010,: animal and young,9631,1514,16036,5455
goose:gosling::chicken:chick,0.2183987663545475,0.45003591929293324,0.10772195332281843,4730,408,93201,4256,911670,: animal and young,9631,1514,22976,6717
goose:gosling::deer:fawn,0.055770404477591386,0.3926426801159821,0.08945390617684608,262725,533,137516,257599,1349067,: animal and young,9631,1514,29237,1981
goose:gosling::dog:puppy,0.3883026432223269,0.7299511716777783,0.14162904421933514,12,2,45167,12,659245,: animal and young,9631,1514,80547,3762
goose:gosling::duck:duckling,-0.0022023809944552676,0.47139897186462243,0.03169488319329037,700428,64,424639,648491,1350660,: animal and young,9631,1514,22351,752
goose:gosling::eagle:eaglet,0.17074963673561608,0.4465164629735501,0.07398444015140589,9949,56,190406,10348,1263750,: animal and young,9631,1514,46506,207
goose:gosling::fish:fingerling,0.13827799812481434,0.503524640250697,0.010759128082213174,40663,357,587851,41018,1348090,: animal and young,9631,1514,129071,54
goose:gosling::fly:maggot,0.07900662575644418,0.2763198470880295,0.010085125539771126,117220,1636,593395,120519,1277036,: animal and young,9631,1514,64317,680
goose:gosling::frog:tadpole,0.2467785357200722,0.5151180288969297,0.06232598646080565,1704,236,241057,1803,981458,: animal and young,9631,1514,22637,907
goose:gosling::horse:foal,0.13470579145863426,0.45714174130924584,0.002887747393230358,34850,162,654213,34017,1341379,: animal and young,9631,1514,127812,1994
goose:gosling::insect:larva,0.2972657009599264,0.5858081715864989,-0.020040979587989782,477,63,849520,477,1133960,: animal and young,9631,1514,13238,4807
goose:gosling::hawk:eyas,0.0390317025634768,0.353536523858066,-0.0036732142695785055,346864,233,710236,345292,1348558,: animal and young,9631,1514,18391,8
goose:gosling::horse:foal,0.13470579145863426,0.45714174130924584,0.002887747393230358,34850,162,654213,34017,1341379,: animal and young,9631,1514,127812,1994
goose:gosling::kangaroo:joey,0.1849470447072049,0.04491019046069009,0.28945164237379706,11745,287302,1680,11994,10668,: animal and young,9631,1514,7074,16138
goose:gosling::owl:owlet,0.2717985367981629,0.5969596646931629,0.09398047409642885,330,7,124859,384,1199861,: animal and young,9631,1514,12424,280
goose:gosling::pig:piglet,0.10294822309166345,0.5376172143906938,0.009776068707379112,107035,24,596014,93478,1350497,: animal and young,9631,1514,16222,687
goose:gosling::rabbit:bunny,0.2798183687020058,0.6252425600216586,0.11919199181168018,907,4,72769,948,1222529,: animal and young,9631,1514,15931,7773
goose:gosling::sheep:lamb,0.20336195117225,0.3944894837882045,0.22399164184108164,4626,554,7764,4614,851044,: animal and young,9631,1514,31794,14866
goose:gosling::swan:cygnet,0.16651273139824632,0.449334840657349,0.10177820451899,24228,12,105915,24640,1308144,: animal and young,9631,1514,20773,481
hawk:eyas::bear:cub,0.16692920123888588,0.438731753874935,0.12769282832540949,7211,19,34141,7728,1347711,: animal and young,18391,8,71174,5378
hawk:eyas::cat:kitten,0.4688659347620762,0.6754624000989568,0.18111243669813243,2,5,5244,2,139429,: animal and young,18391,8,50326,2739
hawk:eyas::cow:calf,0.3983728103561436,0.6276009130868511,0.13842469604318133,19,5,23866,19,1040736,: animal and young,18391,8,16036,5455
hawk:eyas::chicken:chick,0.2867323445298268,0.45003591929293324,0.1878198627860634,1780,409,4132,1739,898907,: animal and young,18391,8,22976,6717
hawk:eyas::deer:fawn,0.2118985620139651,0.3926426801159821,0.19983520610483743,3098,534,2657,3106,1218168,: animal and young,18391,8,29237,1981
hawk:eyas::dog:puppy,0.5350446378235036,0.7299511716777783,0.17682725344157424,1,2,6110,1,5273,: animal and young,18391,8,80547,3762
hawk:eyas::duck:duckling,0.30394967650490295,0.47139897186462243,0.19554156144464505,114,65,3096,110,816013,: animal and young,18391,8,22351,752
hawk:eyas::eagle:eaglet,0.318699345405065,0.4465164629735501,0.25412282117561497,15,55,343,18,308475,: animal and young,18391,8,46506,207
hawk:eyas::fish:fingerling,0.4093777611133962,0.503524640250697,0.23362202031876186,38,357,767,38,13327,: animal and young,18391,8,129071,54
hawk:eyas::fly:maggot,0.1676869913840189,0.2763198470880295,0.08861838457272908,3030,1635,113465,3184,873940,: animal and young,18391,8,64317,680
hawk:eyas::frog:tadpole,0.35324887068540467,0.5151180288969297,0.1778081311258856,83,236,5900,85,462284,: animal and young,18391,8,22637,907
hawk:eyas::horse:foal,0.3369971271919065,0.45714174130924584,0.22340909448212096,186,162,1146,188,233593,: animal and young,18391,8,127812,1994
hawk:eyas::insect:larva,0.41053906895292674,0.5858081715864989,0.14982041239092322,38,63,16093,38,318159,: animal and young,18391,8,13238,4807
hawk:eyas::goose:gosling,0.060846799906740974,0.08799912251630734,-0.0036732142695785055,265394,139800,754223,268601,723789,: animal and young,18391,8,9631,1514
hawk:eyas::horse:foal,0.3369971271919065,0.45714174130924584,0.22340909448212096,186,162,1146,188,233593,: animal and young,18391,8,127812,1994
hawk:eyas::kangaroo:joey,-0.07334751590988126,0.04491019046069009,0.017120605485843172,1223332,287301,561801,1225036,1326304,: animal and young,18391,8,7074,16138
hawk:eyas::owl:owlet,0.33238433404717294,0.5969596646931629,0.202749339285205,81,7,2382,82,1288827,: animal and young,18391,8,12424,280
hawk:eyas::pig:piglet,0.36553409102881534,0.5376172143906938,0.16192256713662173,43,24,10523,40,598053,: animal and young,18391,8,16222,687
hawk:eyas::rabbit:bunny,0.33366766927682845,0.6252425600216586,0.08597641247798121,66,4,122034,67,1335693,: animal and young,18391,8,15931,7773
hawk:eyas::sheep:lamb,0.2113282401351904,0.3944894837882045,0.09040295115870434,4383,554,107859,4437,1255045,: animal and young,18391,8,31794,14866
hawk:eyas::swan:cygnet,0.2958729879838266,0.449334840657349,0.17576185122578472,73,12,6358,72,685798,: animal and young,18391,8,20773,481
horse:foal::bear:cub,0.3491989078241688,0.438731753874935,0.2562049831203342,19,19,2853,18,143491,: animal and young,127812,1994,71174,5378
horse:foal::cat:kitten,0.5652460184718884,0.6754624000989568,0.3584470411049777,2,5,1002,2,255,: animal and young,127812,1994,50326,2739
horse:foal::cow:calf,0.5108023536954533,0.6276009130868511,0.43885359264538026,4,5,382,4,3636,: animal and young,127812,1994,16036,5455
horse:foal::chicken:chick,0.36841031135112273,0.45003591929293324,0.1519345834539223,59,409,20411,59,76090,: animal and young,127812,1994,22976,6717
horse:foal::deer:fawn,0.3371595273197585,0.3926426801159821,0.3241099369162926,206,534,1409,212,59285,: animal and young,127812,1994,29237,1981
horse:foal::dog:puppy,0.6039032804547695,0.7299511716777783,0.3205238516106981,3,2,1463,2,64,: animal and young,127812,1994,80547,3762
horse:foal::duck:duckling,0.34149090315364916,0.47139897186462243,0.14054886108708653,45,65,28932,46,464712,: animal and young,127812,1994,22351,752
horse:foal::eagle:eaglet,0.4069417191690624,0.4465164629735501,0.19635088764960673,11,56,6732,11,3583,: animal and young,127812,1994,46506,207
horse:foal::fish:fingerling,0.36120301991775283,0.503524640250697,0.18254504542210426,466,357,9038,505,527634,: animal and young,127812,1994,129071,54
horse:foal::fly:maggot,0.11583591372962301,0.2763198470880295,0.09247932130558655,37853,1636,125348,39134,1317353,: animal and young,127812,1994,64317,680
horse:foal::frog:tadpole,0.4176340292994621,0.5151180288969297,0.19849909727887635,72,236,6454,73,44071,: animal and young,127812,1994,22637,907
horse:foal::insect:larva,0.4209328619237674,0.5858081715864989,0.12420689348623194,133,63,48059,142,424166,: animal and young,127812,1994,13238,4807
horse:foal::goose:gosling,0.10074179858200355,0.08799912251630734,0.002887747393230358,90653,139800,792306,94438,303601,: animal and young,127812,1994,9631,1514
horse:foal::hawk:eyas,0.2678389245556171,0.353536523858066,0.22340909448212096,547,234,4258,581,417143,: animal and young,127812,1994,18391,8
horse:foal::kangaroo:joey,0.022703748974692906,0.04491019046069009,0.04654897475002969,511440,287301,391312,523756,861121,: animal and young,127812,1994,7074,16138
horse:foal::owl:owlet,0.374403717047742,0.5969596646931629,0.10184809616727399,96,7,95242,93,1239648,: animal and young,127812,1994,12424,280
horse:foal::pig:piglet,0.3808509438962875,0.5376172143906938,0.14771537279841357,28,24,23179,28,551498,: animal and young,127812,1994,16222,687
horse:foal::rabbit:bunny,0.39449945044756896,0.6252425600216586,0.08891748245033892,20,4,138623,22,1175008,: animal and young,127812,1994,15931,7773
horse:foal::sheep:lamb,0.2778046102639314,0.3944894837882045,0.1686491138067425,782,553,12765,813,661747,: animal and young,127812,1994,31794,14866
horse:foal::swan:cygnet,0.38709322330687446,0.449334840657349,0.31481584749277103,5,12,1559,5,20910,: animal and young,127812,1994,20773,481
kangaroo:joey::bear:cub,0.20488887512299025,0.438731753874935,0.12820879221009185,5313,19,75195,5646,1124206,: animal and young,7074,16138,71174,5378
kangaroo:joey::cat:kitten,0.4385683996911738,0.6754624000989568,0.24252238856666353,40,5,9110,40,102333,: animal and young,7074,16138,50326,2739
kangaroo:joey::cow:calf,0.28061944310974046,0.6276009130868511,0.05159326540174172,733,5,295759,748,1304053,: animal and young,7074,16138,16036,5455
kangaroo:joey::chicken:chick,0.37120309708270505,0.45003591929293324,0.30682892766837705,105,409,2373,97,17585,: animal and young,7074,16138,22976,6717
kangaroo:joey::deer:fawn,0.191015342028756,0.3926426801159821,0.0689880458110281,5964,534,216660,5849,938959,: animal and young,7074,16138,29237,1981
kangaroo:joey::dog:puppy,0.4955059233274209,0.7299511716777783,0.2749470849399155,5,2,4657,5,20011,: animal and young,7074,16138,80547,3762
kangaroo:joey::duck:duckling,0.28989973814069436,0.47139897186462243,0.15738770803709196,841,65,45374,783,328027,: animal and young,7074,16138,22351,752
kangaroo:joey::eagle:eaglet,0.1740575866864609,0.4465164629735501,-0.0380510815477726,12777,56,958371,13356,1295411,: animal and young,7074,16138,46506,207
kangaroo:joey::fish:fingerling,0.30206133739617996,0.503524640250697,0.05014801345565753,574,357,303206,570,371185,: animal and young,7074,16138,129071,54
kangaroo:joey::fly:maggot,0.12987786846886515,0.2763198470880295,0.11094060367744059,39702,1636,101791,40775,1008333,: animal and young,7074,16138,64317,680
kangaroo:joey::frog:tadpole,0.30219705349961656,0.5151180288969297,0.11743118335969972,510,236,90798,528,448941,: animal and young,7074,16138,22637,907
kangaroo:joey::horse:foal,0.2465401446912265,0.45714174130924584,0.04654897475002969,1809,162,323015,1796,815905,: animal and young,7074,16138,127812,1994
kangaroo:joey::insect:larva,0.33152952611479797,0.5858081715864989,-0.009039787414319286,84,63,727123,86,456820,: animal and young,7074,16138,13238,4807
kangaroo:joey::goose:gosling,0.22117207726392618,0.08799912251630734,0.28945164237379706,3743,139801,3435,3761,8915,: animal and young,7074,16138,9631,1514
kangaroo:joey::hawk:eyas,0.1584878793949771,0.353536523858066,0.017120605485843172,24549,234,518097,24506,1164524,: animal and young,7074,16138,18391,8
kangaroo:joey::horse:foal,0.2465401446912265,0.45714174130924584,0.04654897475002969,1809,162,323015,1796,815905,: animal and young,7074,16138,127812,1994
kangaroo:joey::owl:owlet,0.23305815561268095,0.5969596646931629,-0.020613068955953825,2700,7,822508,3025,1340661,: animal and young,7074,16138,12424,280
kangaroo:joey::pig:piglet,0.2850709305967234,0.5376172143906938,0.13413931897899997,837,24,67751,769,910023,: animal and young,7074,16138,16222,687
kangaroo:joey::rabbit:bunny,0.4400798031193637,0.6252425600216586,0.3158981346944375,38,4,1962,43,14074,: animal and young,7074,16138,15931,7773
kangaroo:joey::sheep:lamb,0.26315953018022875,0.3944894837882045,0.16519492602200123,766,554,39565,770,192758,: animal and young,7074,16138,31794,14866
kangaroo:joey::swan:cygnet,0.12846945621169517,0.449334840657349,-0.02084185596125348,58705,12,824400,60965,1342669,: animal and young,7074,16138,20773,481
owl:owlet::bear:cub,0.27479433371726697,0.438731753874935,0.17517669523930623,125,19,53578,161,1289551,: animal and young,12424,280,71174,5378
owl:owlet::cat:kitten,0.43370688241434147,0.6754624000989568,0.1287749040381101,5,5,90903,5,1343282,: animal and young,12424,280,50326,2739
owl:owlet::cow:calf,0.4698993061716344,0.6276009130868511,0.10404837892480531,2,5,131330,2,648599,: animal and young,12424,280,16036,5455
owl:owlet::chicken:chick,0.2620090374725651,0.45003591929293324,0.06635456187943393,1839,409,260525,1653,1337257,: animal and young,12424,280,22976,6717
owl:owlet::deer:fawn,0.26898328359043694,0.3926426801159821,0.28111976669258915,1747,533,14592,1662,1082484,: animal and young,12424,280,29237,1981
owl:owlet::dog:puppy,0.47708072768072485,0.7299511716777783,0.07216742898548946,6,2,233262,7,1342902,: animal and young,12424,280,80547,3762
owl:owlet::duck:duckling,0.30131540449021377,0.47139897186462243,0.20015466987859853,507,65,41024,425,1286610,: animal and young,12424,280,22351,752
owl:owlet::eagle:eaglet,0.3588625818272125,0.4465164629735501,0.23944745663296774,69,55,25937,85,383560,: animal and young,12424,280,46506,207
owl:owlet::fish:fingerling,0.36793969834605483,0.503524640250697,0.11895425647495281,1484,357,104315,1372,870691,: animal and young,12424,280,129071,54
owl:owlet::fly:maggot,0.13990363713070458,0.2763198470880295,0.10312601159661108,25628,1636,133320,27176,1314291,: animal and young,12424,280,64317,680
owl:owlet::frog:tadpole,0.3560897012821523,0.5151180288969297,0.20214556783437854,1744,235,40163,1825,1139860,: animal and young,12424,280,22637,907
owl:owlet::horse:foal,0.29061276973706135,0.45714174130924584,0.10184809616727399,1198,162,136150,1160,1292644,: animal and young,12424,280,127812,1994
owl:owlet::insect:larva,0.45034853222509785,0.5858081715864989,0.16801055040523233,212,63,57701,193,448415,: animal and young,12424,280,13238,4807
owl:owlet::goose:gosling,0.10492721693696813,0.08799912251630734,0.09398047409642885,94155,139800,155899,92078,293051,: animal and young,12424,280,9631,1514
owl:owlet::hawk:eyas,0.203952672031699,0.353536523858066,0.202749339285205,6538,233,39919,6335,1305401,: animal and young,12424,280,18391,8
owl:owlet::horse:foal,0.29061276973706135,0.45714174130924584,0.10184809616727399,1198,162,136150,1160,1292644,: animal and young,12424,280,127812,1994
owl:owlet::kangaroo:joey,-0.04645441692832966,0.04491019046069009,-0.020613068955953825,1061885,287301,953412,1060952,1321479,: animal and young,12424,280,7074,16138
owl:owlet::pig:piglet,0.27256074037749567,0.5376172143906938,0.13074825425234007,547,24,88556,409,1350602,: animal and young,12424,280,16222,687
owl:owlet::rabbit:bunny,0.4107297208652963,0.6252425600216586,0.09387584314950767,2,4,156205,3,1317723,: animal and young,12424,280,15931,7773
owl:owlet::sheep:lamb,0.21342977214256764,0.3944894837882045,0.028076792365340934,6758,554,519335,6470,1340973,: animal and young,12424,280,31794,14866
owl:owlet::swan:cygnet,0.43410101318292177,0.449334840657349,0.2831182995518528,2,12,14176,2,2640,: animal and young,12424,280,20773,481
pig:piglet::bear:cub,0.38524747789969777,0.438731753874935,0.3707456531242745,22,19,185,21,16102,: animal and young,16222,687,71174,5378
pig:piglet::cat:kitten,0.4994602441018264,0.6754624000989568,0.3881367618999055,6,5,134,6,374480,: animal and young,16222,687,50326,2739
pig:piglet::cow:calf,0.3654885263437135,0.6276009130868511,0.25552571614311126,26,4,2953,27,1347347,: animal and young,16222,687,16036,5455
pig:piglet::chicken:chick,0.2876402349425594,0.45003591929293324,0.17835630743991038,977,408,19443,998,1185696,: animal and young,16222,687,22976,6717
pig:piglet::deer:fawn,0.28901430756058805,0.3926426801159821,0.22230669808227463,777,534,6519,830,632305,: animal and young,16222,687,29237,1981
pig:piglet::dog:puppy,0.509039023254146,0.7299511716777783,0.4118042636776268,6,2,74,6,956645,: animal and young,16222,687,80547,3762
pig:piglet::duck:duckling,0.3830658390926996,0.47139897186462243,0.42140979748566865,57,64,63,59,117134,: animal and young,16222,687,22351,752
pig:piglet::eagle:eaglet,0.4852745108079069,0.4465164629735501,0.1787572922625057,1,56,19246,1,13,: animal and young,16222,687,46506,207
pig:piglet::fish:fingerling,0.35656499947543985,0.503524640250697,0.25378122665827646,885,357,3088,1020,810466,: animal and young,16222,687,129071,54
pig:piglet::fly:maggot,0.11839833419606904,0.2763198470880295,0.2929289070524092,37871,1636,1223,38629,1338429,: animal and young,16222,687,64317,680
pig:piglet::frog:tadpole,0.39227357392040807,0.5151180288969297,0.28067465135124975,169,236,1637,174,351133,: animal and young,16222,687,22637,907
pig:piglet::horse:foal,0.28049713816702515,0.45714174130924584,0.14771537279841357,644,162,42201,668,1265762,: animal and young,16222,687,127812,1994
pig:piglet::insect:larva,0.4247828114103904,0.5858081715864989,0.1452140900470644,211,63,44957,237,667306,: animal and young,16222,687,13238,4807
pig:piglet::goose:gosling,0.0476043112312577,0.08799912251630734,0.009776068707379112,328895,139800,723292,345244,944554,: animal and young,16222,687,9631,1514
