: animal and young
eagle owlet pig larva
eagle owlet rabbit eaglet
eagle owlet sheep bunny
eagle owlet swan cub
fish fingerling bear joey
fish fingerling cat calf
fish fingerling cow duckling
fish fingerling chicken piglet
fish fingerling deer puppy
fish fingerling dog tadpole
fish fingerling duck chick
fish fingerling eagle owlet
fish fingerling fly fawn
fish fingerling frog lamb
fish fingerling insect maggot
fish fingerling goose kitten
fish fingerling horse foal
fish fingerling kangaroo gosling
fish fingerling owl cygnet
fish fingerling pig larva
fish fingerling rabbit eaglet
fish fingerling sheep bunny
fish fingerling swan cub
fly fawn bear joey
fly fawn cat calf
fly fawn cow duckling
fly fawn chicken piglet
fly fawn deer puppy
fly fawn dog tadpole
fly fawn duck chick
fly fawn eagle owlet
fly fawn fish fingerling
fly fawn frog lamb
fly fawn insect maggot
fly fawn goose kitten
fly fawn horse foal
fly fawn kangaroo gosling
fly fawn owl cygnet
fly fawn pig larva
fly fawn rabbit eaglet
fly fawn sheep bunny
fly fawn swan cub
frog lamb bear joey
frog lamb cat calf
frog lamb cow duckling
frog lamb chicken piglet
frog lamb deer puppy
frog lamb dog tadpole
frog lamb duck chick
frog lamb eagle owlet
frog lamb fish fingerling
frog lamb fly fawn
frog lamb insect maggot
frog lamb goose kitten
frog lamb horse foal
frog lamb kangaroo gosling
frog lamb owl cygnet
frog lamb pig larva
frog lamb rabbit eaglet
frog lamb sheep bunny
frog lamb swan cub
insect maggot bear joey
insect maggot cat calf
insect maggot cow duckling
insect maggot chicken piglet
insect maggot deer puppy
insect maggot dog tadpole
insect maggot duck chick
insect maggot eagle owlet
insect maggot fish fingerling
insect maggot fly fawn
insect maggot frog lamb
insect maggot goose kitten
insect maggot horse foal
insect maggot kangaroo gosling
insect maggot owl cygnet
insect maggot pig larva
insect maggot rabbit eaglet
insect maggot sheep bunny
insect maggot swan cub
goose kitten bear joey
goose kitten cat calf
goose kitten cow duckling
goose kitten chicken piglet
goose kitten deer puppy
goose kitten dog tadpole
goose kitten duck chick
goose kitten eagle owlet
goose kitten fish fingerling
goose kitten fly fawn
goose kitten frog lamb
goose kitten insect maggot
goose kitten horse foal
goose kitten kangaroo gosling
goose kitten owl cygnet
goose kitten pig larva
goose kitten rabbit eaglet
goose kitten sheep bunny
goose kitten swan cub
horse foal bear joey
horse foal cat calf
horse foal cow duckling
horse foal chicken piglet
horse foal deer puppy
horse foal dog tadpole
horse foal duck chick
horse foal eagle owlet
horse foal fish fingerling
horse foal fly fawn
horse foal frog lamb
horse foal insect maggot
horse foal goose kitten
horse foal kangaroo gosling
horse foal owl cygnet
horse foal pig larva
horse foal rabbit eaglet
horse foal sheep bunny
horse foal swan cub
kangaroo gosling bear joey
kangaroo gosling cat calf
kangaroo gosling cow duckling
kangaroo gosling chicken piglet
kangaroo gosling deer puppy
kangaroo gosling dog tadpole
kangaroo gosling duck chick
kangaroo gosling eagle owlet
kangaroo gosling fish fingerling
kangaroo gosling fly fawn
kangaroo gosling frog lamb
kangaroo gosling insect maggot
kangaroo gosling goose kitten
kangaroo gosling horse foal
kangaroo gosling owl cygnet
kangaroo gosling pig larva
kangaroo gosling rabbit eaglet
kangaroo gosling sheep bunny
kangaroo gosling swan cub
owl cygnet bear joey
owl cygnet cat calf
owl cygnet cow duckling
owl cygnet chicken piglet
owl cygnet deer puppy
owl cygnet dog tadpole
owl cygnet duck chick
owl cygnet eagle owlet
owl cygnet fish fingerling
owl cygnet fly fawn
owl cygnet frog lamb
owl cygnet insect maggot
owl cygnet goose kitten
owl cygnet horse foal
owl cygnet kangaroo gosling
owl cygnet pig larva
owl cygnet rabbit eaglet
owl cygnet sheep bunny
owl cygnet swan cub
pig larva bear joey
pig larva cat calf
pig larva cow duckling
pig larva chicken piglet
pig larva deer puppy
pig larva dog tadpole
pig larva duck chick
pig larva eagle owlet
pig larva fish fingerling
pig larva fly fawn
pig larva frog lamb
pig larva insect maggot
pig larva goose kitten
pig larva horse foal
pig larva kangaroo gosling
pig larva owl cygnet
pig larva rabbit eaglet
pig larva sheep bunny
pig larva swan cub
rabbit eaglet bear joey
rabbit eaglet cat calf
rabbit eaglet cow duckling
rabbit eaglet chicken piglet
rabbit eaglet deer puppy
rabbit eaglet dog tadpole
rabbit eaglet duck chick
rabbit eaglet eagle owlet
rabbit eaglet fish fingerling
rabbit eaglet fly fawn
rabbit eaglet frog lamb
rabbit eaglet insect maggot
rabbit eaglet goose kitten
rabbit eaglet horse foal
rabbit eaglet kangaroo gosling
rabbit eaglet owl cygnet
rabbit eaglet pig larva
rabbit eaglet sheep bunny
rabbit eaglet swan cub
sheep bunny bear joey
sheep bunny cat calf
sheep bunny cow duckling
sheep bunny chicken piglet
sheep bunny deer puppy
sheep bunny dog tadpole
sheep bunny duck chick
sheep bunny eagle owlet
sheep bunny fish fingerling
sheep bunny fly fawn
sheep bunny frog lamb
sheep bunny insect maggot
sheep bunny goose kitten
sheep bunny horse foal
sheep bunny kangaroo gosling
sheep bunny owl cygnet
sheep bunny pig larva
sheep bunny rabbit eaglet
sheep bunny swan cub
swan cub bear joey
swan cub cat calf
swan cub cow duckling
swan cub chicken piglet
swan cub deer puppy
swan cub dog tadpole
swan cub duck chick
swan cub eagle owlet
swan cub fish fingerling
swan cub fly fawn
swan cub frog lamb
swan cub insect maggot
swan cub goose kitten
swan cub horse foal
swan cub kangaroo gosling
swan cub owl cygnet
swan cub pig larva
swan cub rabbit eaglet
swan cub sheep bunny

: kin relations_scrambled
father son mother nephew
father son aunt daughter
father son uncle grandson
father son grandfather granddaughter
father son grandmother goddaughter
father son godmother godson
father son godfather niece
mother nephew father son
mother nephew aunt daughter
mother nephew uncle grandson
mother nephew grandfather granddaughter
mother nephew grandmother goddaughter
mother nephew godmother godson
mother nephew godfather niece
aunt daughter father son
aunt daughter mother nephew
aunt daughter uncle grandson
aunt daughter grandfather granddaughter
aunt daughter grandmother goddaughter
aunt daughter godmother godson
aunt daughter godfather niece
uncle grandson father son
uncle grandson mother nephew
uncle grandson aunt daughter
uncle grandson grandfather granddaughter
uncle grandson grandmother goddaughter
uncle grandson godmother godson
uncle grandson godfather niece
grandfather granddaughter father son
grandfather granddaughter mother nephew
grandfather granddaughter aunt daughter
grandfather granddaughter uncle grandson
grandfather granddaughter grandmother goddaughter
grandfather granddaughter godmother godson
grandfather granddaughter godfather niece
grandmother goddaughter father son
grandmother goddaughter mother nephew
grandmother goddaughter aunt daughter
grandmother goddaughter uncle grandson
grandmother goddaughter grandfather granddaughter
grandmother goddaughter godmother godson
grandmother goddaughter godfather niece
godmother godson father son
godmother godson mother nephew
godmother godson aunt daughter
godmother godson uncle grandson
godmother godson grandfather granddaughter
godmother godson grandmother goddaughter
godmother godson godfather niece
godfather niece father son
godfather niece mother nephew
godfather niece aunt daughter
godfather niece uncle grandson
godfather niece grandfather granddaughter
godfather niece grandmother goddaughter
godfather niece godmother godson

: holiday_in_month_scrambled
valentine october patrick june
valentine october easter may
valentine october memorial november
valentine october father april
valentine october independence february
valentine october labor march
valentine october halloween july
valentine october thanksgiving september
valentine october christmas december
patrick june valentine october
patrick june easter may
patrick june memorial november
patrick june father april
patrick june independence february
patrick june labor march
patrick june halloween july
patrick june thanksgiving september
patrick june christmas december
easter may valentine october
easter may patrick june
easter may memorial november
easter may father april
easter may independence february
easter may labor march
easter may halloween july
easter may thanksgiving september
easter may christmas december
memorial november valentine october
memorial november patrick june
memorial november easter may
memorial november father april
memorial november independence february
memorial november labor march
memorial november halloween july
memorial november thanksgiving september
memorial november christmas december
father april valentine october
father april patrick june
father april easter may
father april memorial november
father april independence february
father april labor march
father april halloween july
father april thanksgiving september
father april christmas december
independence february valentine october
independence february patrick june
independence february easter may
independence february memorial november
independence february father april
independence february labor march
independence february halloween july
independence february thanksgiving september
independence february christmas december
labor march valentine october
labor march patrick june
labor march easter may
labor march memorial november
labor march father april
labor march independence february
labor march halloween july
labor march thanksgiving september
labor march christmas december
halloween july valentine october
halloween july patrick june
halloween july easter may
halloween july memorial november
halloween july father april
halloween july independence february
halloween july labor march
halloween july thanksgiving september
halloween july christmas december
thanksgiving september valentine october
thanksgiving september patrick june
thanksgiving september easter may
thanksgiving september memorial november
thanksgiving september father april
thanksgiving september independence february
thanksgiving september labor march
thanksgiving september halloween july
thanksgiving september christmas december
christmas december valentine october
christmas december patrick june
christmas december easter may
christmas december memorial november
christmas december father april
christmas december independence february
christmas december labor march
christmas december halloween july
christmas december thanksgiving september

: goes on_scrambled
glove waist shoe neck
glove waist hat ear
glove waist crown ankle
glove waist necklace head
glove waist earring finger
glove waist ring wrist
glove waist bracelet foot
glove waist anklet neck
glove waist belt hand
glove waist scarf head
shoe neck glove waist
shoe neck hat ear
shoe neck crown ankle
shoe neck necklace head
shoe neck earring finger
shoe neck ring wrist
shoe neck bracelet foot
shoe neck belt hand
shoe neck scarf head
hat ear glove waist
hat ear shoe neck
hat ear crown ankle
hat ear necklace head
hat ear earring finger
hat ear ring wrist
hat ear bracelet foot
hat ear anklet neck
hat ear belt hand
hat ear scarf head
crown ankle glove waist
crown ankle shoe neck
crown ankle hat ear
crown ankle necklace head
crown ankle earring finger
crown ankle ring wrist
crown ankle bracelet foot
crown ankle anklet neck
crown ankle belt hand
crown ankle scarf head
necklace head glove waist
necklace head shoe neck
necklace head hat ear
necklace head crown ankle
necklace head earring finger
necklace head ring wrist
necklace head bracelet foot
necklace head anklet neck
necklace head belt hand
earring finger glove waist
earring finger shoe neck
earring finger hat ear
earring finger crown ankle
earring finger necklace head
earring finger ring wrist
earring finger bracelet foot
earring finger anklet neck
earring finger belt hand
earring finger scarf head
ring wrist glove waist
ring wrist shoe neck
ring wrist hat ear
ring wrist crown ankle
ring wrist necklace head
ring wrist earring finger
ring wrist bracelet foot
ring wrist anklet neck
ring wrist belt hand
ring wrist scarf head
bracelet foot glove waist
bracelet foot shoe neck
bracelet foot hat ear
bracelet foot crown ankle
bracelet foot necklace head
bracelet foot earring finger
bracelet foot ring wrist
bracelet foot anklet neck
bracelet foot belt hand
bracelet foot scarf head
anklet neck glove waist
anklet neck hat ear
anklet neck crown ankle
anklet neck necklace head
anklet neck earring finger
anklet neck ring wrist
anklet neck bracelet foot
anklet neck belt hand
anklet neck scarf head
belt hand glove waist
belt hand shoe neck
belt hand hat ear
belt hand crown ankle
belt hand necklace head
belt hand earring finger
belt hand ring wrist
belt hand bracelet foot
belt hand anklet neck
belt hand scarf head
scarf head glove waist
scarf head shoe neck
scarf head hat ear
scarf head crown ankle
scarf head earring finger
scarf head ring wrist
scarf head bracelet foot
scarf head anklet neck
scarf head belt hand

: has_front_limb_scrambled
human pincer bird arm
human pincer dolphin wing
human pincer fish flipper
human pincer lobster fin
bird arm human pincer
bird arm dolphin wing
bird arm fish flipper
bird arm lobster fin
dolphin wing human pincer
dolphin wing bird arm
dolphin wing fish flipper
dolphin wing lobster fin
fish flipper human pincer
fish flipper bird arm
fish flipper dolphin wing
fish flipper lobster fin
lobster fin human pincer
lobster fin bird arm
lobster fin dolphin wing
lobster fin fish flipper

: has_class_term_scrambled
paper clove bread grain
paper clove corn bale
paper clove grass head
paper clove sand loaf
paper clove lettuce sheet
paper clove hay article
paper clove bacon ear
paper clove clothing blade
paper clove garlic strip
bread grain paper clove
bread grain corn bale
bread grain grass head
bread grain sand loaf
bread grain lettuce sheet
bread grain hay article
bread grain bacon ear
bread grain clothing blade
bread grain garlic strip
corn bale paper clove
corn bale bread grain
corn bale grass head
corn bale sand loaf
corn bale lettuce sheet
corn bale hay article
corn bale bacon ear
corn bale clothing blade
corn bale garlic strip
grass head paper clove
grass head bread grain
grass head corn bale
grass head sand loaf
grass head lettuce sheet
grass head hay article
grass head bacon ear
grass head clothing blade
grass head garlic strip
sand loaf paper clove
sand loaf bread grain
sand loaf corn bale
sand loaf grass head
sand loaf lettuce sheet
sand loaf hay article
sand loaf bacon ear
sand loaf clothing blade
sand loaf garlic strip
lettuce sheet paper clove
lettuce sheet bread grain
lettuce sheet corn bale
lettuce sheet grass head
lettuce sheet sand loaf
lettuce sheet hay article
lettuce sheet bacon ear
lettuce sheet clothing blade
lettuce sheet garlic strip
hay article paper clove
hay article bread grain
hay article corn bale
hay article grass head
hay article sand loaf
hay article lettuce sheet
hay article bacon ear
hay article clothing blade
hay article garlic strip
bacon ear paper clove
bacon ear bread grain
bacon ear corn bale
bacon ear grass head
bacon ear sand loaf
bacon ear lettuce sheet
bacon ear hay article
bacon ear clothing blade
bacon ear garlic strip
clothing blade paper clove
clothing blade bread grain
clothing blade corn bale
clothing blade grass head
clothing blade sand loaf
clothing blade lettuce sheet
clothing blade hay article
clothing blade bacon ear
clothing blade garlic strip
garlic strip paper clove
garlic strip bread grain
garlic strip corn bale
garlic strip grass head
garlic strip sand loaf
garlic strip lettuce sheet
garlic strip hay article
garlic strip bacon ear
garlic strip clothing blade

: has_particle_scrambled
corn grain sand pebble
corn grain rice mote
corn grain water drop
corn grain dust kernel
sand pebble corn grain
sand pebble rice mote
sand pebble water drop
sand pebble dust kernel
sand pebble gravel grain
rice mote corn grain
rice mote sand pebble
rice mote water drop
rice mote dust kernel
rice mote gravel grain
water drop corn grain
water drop sand pebble
water drop rice mote
water drop dust kernel
water drop gravel grain
dust kernel corn grain
dust kernel sand pebble
dust kernel rice mote
dust kernel water drop
dust kernel gravel grain
gravel grain sand pebble
gravel grain rice mote
gravel grain water drop
gravel grain dust kernel

: is_something_you_scrambled
book drive television drink
book drive game eat
book drive song ride
book drive food sing
book drive beverage read
book drive car play
book drive bicycle learn
book drive job work
book drive lesson watch
television drink book drive
television drink game eat
television drink song ride
television drink food sing
television drink beverage read
television drink car play
television drink bicycle learn
television drink job work
television drink lesson watch
game eat book drive
game eat television drink
game eat song ride
game eat food sing
game eat beverage read
game eat car play
game eat bicycle learn
game eat job work
game eat lesson watch
song ride book drive
song ride television drink
song ride game eat
song ride food sing
song ride beverage read
song ride car play
song ride bicycle learn
song ride job work
song ride lesson watch
food sing book drive
food sing television drink
food sing game eat
food sing song ride
food sing beverage read
food sing car play
food sing bicycle learn
food sing job work
food sing lesson watch
beverage read book drive
beverage read television drink
beverage read game eat
beverage read song ride
beverage read food sing
beverage read car play
beverage read bicycle learn
beverage read job work
beverage read lesson watch
car play book drive
car play television drink
car play game eat
car play song ride
car play food sing
car play beverage read
car play bicycle learn
car play job work
car play lesson watch
bicycle learn book drive
bicycle learn television drink
bicycle learn game eat
bicycle learn song ride
bicycle learn food sing
bicycle learn beverage read
bicycle learn car play
bicycle learn job work
bicycle learn lesson watch
job work book drive
job work television drink
job work game eat
job work song ride
job work food sing
job work beverage read
job work car play
job work bicycle learn
job work lesson watch
lesson watch book drive
lesson watch television drink
lesson watch game eat
lesson watch song ride
lesson watch food sing
lesson watch beverage read
lesson watch car play
lesson watch bicycle learn
lesson watch job work

: alcohol_made_from_scrambled
wine corn sake potatoes
wine corn cider apples
wine corn chicha grapes
wine corn beer sugarcane
wine corn rum barley
wine corn vodka rice
wine corn moonshine agave
sake potatoes wine corn
sake potatoes cider apples
sake potatoes chicha grapes
sake potatoes beer sugarcane
sake potatoes tequila corn
sake potatoes rum barley
sake potatoes vodka rice
sake potatoes moonshine agave
cider apples wine corn
cider apples sake potatoes
cider apples chicha grapes
cider apples beer sugarcane
cider apples tequila corn
cider apples rum barley
cider apples vodka rice
cider apples moonshine agave
chicha grapes wine corn
chicha grapes sake potatoes
chicha grapes cider apples
chicha grapes beer sugarcane
chicha grapes tequila corn
chicha grapes rum barley
chicha grapes vodka rice
chicha grapes moonshine agave
beer sugarcane wine corn
beer sugarcane sake potatoes
beer sugarcane cider apples
beer sugarcane chicha grapes
beer sugarcane tequila corn
beer sugarcane rum barley
beer sugarcane vodka rice
beer sugarcane moonshine agave
tequila corn sake potatoes
tequila corn cider apples
tequila corn chicha grapes
tequila corn beer sugarcane
tequila corn rum barley
tequila corn vodka rice
tequila corn moonshine agave
rum barley wine corn
rum barley sake potatoes
rum barley cider apples
rum barley chicha grapes
rum barley beer sugarcane
rum barley tequila corn
rum barley vodka rice
rum barley moonshine agave
vodka rice wine corn
vodka rice sake potatoes
vodka rice cider apples
vodka rice chicha grapes
vodka rice beer sugarcane
vodka rice tequila corn
vodka rice rum barley
vodka rice moonshine agave
moonshine agave wine corn
moonshine agave sake potatoes
moonshine agave cider apples
moonshine agave chicha grapes
moonshine agave beer sugarcane
moonshine agave tequila corn
moonshine agave rum barley
moonshine agave vodka rice

: is_used_to_scrambled
broom sweep gun write
broom sweep dagger cut
broom sweep rag sit
broom sweep shovel dig
broom sweep pen uncork
broom sweep scissors wipe
broom sweep corkscrew shoot
broom sweep needle sew
broom sweep chair sleep
broom sweep bed stab
gun write broom sweep
gun write dagger cut
gun write rag sit
gun write shovel dig
gun write pen uncork
gun write scissors wipe
gun write corkscrew shoot
gun write needle sew
gun write chair sleep
gun write bed stab
dagger cut broom sweep
dagger cut gun write
dagger cut rag sit
dagger cut shovel dig
dagger cut pen uncork
dagger cut scissors wipe
dagger cut corkscrew shoot
dagger cut needle sew
dagger cut chair sleep
dagger cut bed stab
rag sit broom sweep
rag sit gun write
rag sit dagger cut
rag sit shovel dig
rag sit pen uncork
rag sit scissors wipe
rag sit corkscrew shoot
rag sit needle sew
rag sit chair sleep
rag sit bed stab
shovel dig broom sweep
shovel dig gun write
shovel dig dagger cut
shovel dig rag sit
shovel dig pen uncork
shovel dig scissors wipe
shovel dig corkscrew shoot
shovel dig needle sew
shovel dig chair sleep
shovel dig bed stab
pen uncork broom sweep
pen uncork gun write
pen uncork dagger cut
pen uncork rag sit
pen uncork shovel dig
pen uncork scissors wipe
pen uncork corkscrew shoot
pen uncork needle sew
pen uncork chair sleep
pen uncork bed stab
scissors wipe broom sweep
scissors wipe gun write
scissors wipe dagger cut
scissors wipe rag sit
scissors wipe shovel dig
scissors wipe pen uncork
scissors wipe corkscrew shoot
scissors wipe needle sew
scissors wipe chair sleep
scissors wipe bed stab
corkscrew shoot broom sweep
corkscrew shoot gun write
corkscrew shoot dagger cut
corkscrew shoot rag sit
corkscrew shoot shovel dig
corkscrew shoot pen uncork
corkscrew shoot scissors wipe
corkscrew shoot needle sew
corkscrew shoot chair sleep
corkscrew shoot bed stab
needle sew broom sweep
needle sew gun write
needle sew dagger cut
needle sew rag sit
needle sew shovel dig
needle sew pen uncork
needle sew scissors wipe
needle sew corkscrew shoot
needle sew chair sleep
needle sew bed stab
chair sleep broom sweep
chair sleep gun write
chair sleep dagger cut
chair sleep rag sit
chair sleep shovel dig
chair sleep pen uncork
chair sleep scissors wipe
chair sleep corkscrew shoot
chair sleep needle sew
chair sleep bed stab
bed stab broom sweep
bed stab gun write
bed stab dagger cut
bed stab rag sit
bed stab shovel dig
bed stab pen uncork
bed stab scissors wipe
bed stab corkscrew shoot
bed stab needle sew
bed stab chair sleep

: relational_antonyms_scrambled
own borrow win belong
own borrow toward prey
own borrow above employee
own borrow employer sell
own borrow parent receive
own borrow teach lose
own borrow teacher patient
own borrow buy child
own borrow buyer away
own borrow east defense
own borrow husband master
own borrow predator seller
own borrow lend student
own borrow offense learn
own borrow slave below
own borrow doctor wife
own borrow give west
win belong own borrow
win belong toward prey
win belong above employee
win belong employer sell
win belong parent receive
win belong teach lose
win belong teacher patient
win belong buy child
win belong buyer away
win belong east defense
win belong husband master
win belong predator seller
win belong lend student
win belong offense learn
win belong slave below
win belong doctor wife
win belong give west
toward prey own borrow
toward prey win belong
toward prey above employee
toward prey employer sell
toward prey parent receive
toward prey teach lose
toward prey teacher patient
toward prey buy child
toward prey buyer away
toward prey east defense
toward prey husband master
toward prey predator seller
toward prey lend student
toward prey offense learn
toward prey slave below
toward prey doctor wife
toward prey give west
above employee own borrow
above employee win belong
above employee toward prey
above employee employer sell
above employee parent receive
above employee teach lose
above employee teacher patient
above employee buy child
above employee buyer away
above employee east defense
above employee husband master
above employee predator seller
above employee lend student
above employee offense learn
above employee slave below
above employee doctor wife
above employee give west
employer sell own borrow
employer sell win belong
employer sell toward prey
employer sell above employee
employer sell parent receive
employer sell teach lose
employer sell teacher patient
employer sell buy child
employer sell buyer away
employer sell east defense
employer sell husband master
employer sell predator seller
employer sell lend student
employer sell offense learn
employer sell slave below
employer sell doctor wife
employer sell give west
parent receive own borrow
parent receive win belong
parent receive toward prey
parent receive above employee
parent receive employer sell
parent receive teach lose
parent receive teacher patient
parent receive buy child
parent receive buyer away
parent receive east defense
parent receive husband master
parent receive predator seller
parent receive lend student
parent receive offense learn
parent receive slave below
parent receive doctor wife
parent receive give west
teach lose own borrow
teach lose win belong
teach lose toward prey
teach lose above employee
teach lose employer sell
teach lose parent receive
teach lose teacher patient
teach lose buy child
teach lose buyer away
teach lose east defense
teach lose husband master
teach lose predator seller
teach lose lend student
teach lose offense learn
teach lose slave below
teach lose doctor wife
teach lose give west
teacher patient own borrow
teacher patient win belong
teacher patient toward prey
teacher patient above employee
teacher patient employer sell
teacher patient parent receive
teacher patient teach lose
teacher patient buy child
teacher patient buyer away
teacher patient east defense
teacher patient husband master
teacher patient predator seller
teacher patient lend student
teacher patient offense learn
teacher patient slave below
teacher patient doctor wife
teacher patient give west
buy child own borrow
buy child win belong
buy child toward prey
buy child above employee
buy child employer sell
buy child parent receive
buy child teach lose
buy child teacher patient
buy child buyer away
buy child east defense
buy child husband master
buy child predator seller
buy child lend student
buy child offense learn
buy child slave below
buy child doctor wife
buy child give west
buyer away own borrow
buyer away win belong
buyer away toward prey
buyer away above employee
buyer away employer sell
buyer away parent receive
buyer away teach lose
buyer away teacher patient
buyer away buy child
buyer away east defense
buyer away husband master
buyer away predator seller
buyer away lend student
buyer away offense learn
buyer away slave below
buyer away doctor wife
buyer away give west
east defense own borrow
east defense win belong
east defense toward prey
east defense above employee
east defense employer sell
east defense parent receive
east defense teach lose
east defense teacher patient
east defense buy child
east defense buyer away
east defense husband master
east defense predator seller
east defense lend student
east defense offense learn
east defense slave below
east defense doctor wife
east defense give west
husband master own borrow
husband master win belong
husband master toward prey
husband master above employee
husband master employer sell
husband master parent receive
husband master teach lose
husband master teacher patient
husband master buy child
husband master buyer away
husband master east defense
husband master predator seller
husband master lend student
husband master offense learn
husband master slave below
husband master doctor wife
husband master give west
predator seller own borrow
predator seller win belong
predator seller toward prey
predator seller above employee
predator seller employer sell
predator seller parent receive
predator seller teach lose
predator seller teacher patient
predator seller buy child
predator seller buyer away
predator seller east defense
predator seller husband master
predator seller lend student
predator seller offense learn
predator seller slave below
predator seller doctor wife
predator seller give west
lend student own borrow
lend student win belong
lend student toward prey
lend student above employee
lend student employer sell
lend student parent receive
lend student teach lose
lend student teacher patient
lend student buy child
lend student buyer away
lend student east defense
lend student husband master
lend student predator seller
lend student offense learn
lend student slave below
lend student doctor wife
lend student give west
offense learn own borrow
offense learn win belong
offense learn toward prey
offense learn above employee
offense learn employer sell
offense learn parent receive
offense learn teach lose
offense learn teacher patient
offense learn buy child
offense learn buyer away
offense learn east defense
offense learn husband master
offense learn predator seller
offense learn lend student
offense learn slave below
offense learn doctor wife
offense learn give west
slave below own borrow
slave below win belong
slave below toward prey
slave below above employee
slave below employer sell
slave below parent receive
slave below teach lose
slave below teacher patient
slave below buy child
slave below buyer away
slave below east defense
slave below husband master
slave below predator seller
slave below lend student
slave below offense learn
slave below doctor wife
slave below give west
doctor wife own borrow
doctor wife win belong
doctor wife toward prey
doctor wife above employee
doctor wife employer sell
doctor wife parent receive
doctor wife teach lose
doctor wife teacher patient
doctor wife buy child
doctor wife buyer away
doctor wife east defense
doctor wife husband master
doctor wife predator seller
doctor wife lend student
doctor wife offense learn
doctor wife slave below
doctor wife give west
give west own borrow
give west win belong
give west toward prey
give west above employee
give west employer sell
give west parent receive
give west teach lose
give west teacher patient
give west buy child
give west buyer away
give west east defense
give west husband master
give west predator seller
give west lend student
give west offense learn
give west slave below
give west doctor wife

: animal and young_scrambled
bear owlet cat chick
bear owlet cow gosling
bear owlet chicken maggot
bear owlet deer kitten
bear owlet dog cub
bear owlet duck foal
bear owlet eagle eaglet
bear owlet fish duckling
bear owlet fly puppy
bear owlet frog joey
bear owlet insect piglet
bear owlet goose bunny
bear owlet horse fawn
bear owlet kangaroo lamb
bear owlet owl larva
bear owlet pig tadpole
bear owlet rabbit fingerling
bear owlet sheep calf
bear owlet swan cygnet
cat chick bear owlet
cat chick cow gosling
cat chick chicken maggot
cat chick deer kitten
cat chick dog cub
cat chick duck foal
cat chick eagle eaglet
cat chick fish duckling
cat chick fly puppy
cat chick frog joey
cat chick insect piglet
cat chick goose bunny
cat chick horse fawn
cat chick kangaroo lamb
cat chick owl larva
cat chick pig tadpole
cat chick rabbit fingerling
cat chick sheep calf
cat chick swan cygnet
cow gosling bear owlet
cow gosling cat chick
cow gosling chicken maggot
cow gosling deer kitten
cow gosling dog cub
cow gosling duck foal
cow gosling eagle eaglet
cow gosling fish duckling
cow gosling fly puppy
cow gosling frog joey
cow gosling insect piglet
cow gosling goose bunny
cow gosling horse fawn
cow gosling kangaroo lamb
cow gosling owl larva
cow gosling pig tadpole
cow gosling rabbit fingerling
cow gosling sheep calf
cow gosling swan cygnet
chicken maggot bear owlet
chicken maggot cat chick
chicken maggot cow gosling
chicken maggot deer kitten
chicken maggot dog cub
chicken maggot duck foal
chicken maggot eagle eaglet
chicken maggot fish duckling
chicken maggot fly puppy
chicken maggot frog joey
chicken maggot insect piglet
chicken maggot goose bunny
chicken maggot horse fawn
chicken maggot kangaroo lamb
chicken maggot owl larva
chicken maggot pig tadpole
chicken maggot rabbit fingerling
chicken maggot sheep calf
chicken maggot swan cygnet
deer kitten bear owlet
deer kitten cat chick
deer kitten cow gosling
deer kitten chicken maggot
deer kitten dog cub
deer kitten duck foal
deer kitten eagle eaglet
deer kitten fish duckling
deer kitten fly puppy
deer kitten frog joey
deer kitten insect piglet
deer kitten goose bunny
deer kitten horse fawn
deer kitten kangaroo lamb
deer kitten owl larva
deer kitten pig tadpole
deer kitten rabbit fingerling
deer kitten sheep calf
deer kitten swan cygnet
dog cub bear owlet
dog cub cat chick
dog cub cow gosling
dog cub chicken maggot
dog cub deer kitten
dog cub duck foal
dog cub eagle eaglet
dog cub fish duckling
dog cub fly puppy
dog cub frog joey
dog cub insect piglet
dog cub goose bunny
dog cub horse fawn
dog cub kangaroo lamb
dog cub owl larva
dog cub pig tadpole
dog cub rabbit fingerling
dog cub sheep calf
dog cub swan cygnet
duck foal bear owlet
duck foal cat chick
duck foal cow gosling
duck foal chicken maggot
duck foal deer kitten
duck foal dog cub
duck foal eagle eaglet
duck foal fish duckling
duck foal fly puppy
duck foal frog joey
duck foal insect piglet
duck foal goose bunny
duck foal horse fawn
duck foal kangaroo lamb
duck foal owl larva
duck foal pig tadpole
duck foal rabbit fingerling
duck foal sheep calf
duck foal swan cygnet
eagle eaglet bear owlet
eagle eaglet cat chick
eagle eaglet cow gosling
eagle eaglet chicken maggot
eagle eaglet deer kitten
eagle eaglet dog cub
eagle eaglet duck foal
eagle eaglet fish duckling
eagle eaglet fly puppy
eagle eaglet frog joey
eagle eaglet insect piglet
eagle eaglet goose bunny
eagle eaglet horse fawn
eagle eaglet kangaroo lamb
eagle eaglet owl larva
eagle eaglet pig tadpole
eagle eaglet rabbit fingerling
eagle eaglet sheep calf
eagle eaglet swan cygnet
fish duckling bear owlet
fish duckling cat chick
fish duckling cow gosling
fish duckling chicken maggot
fish duckling deer kitten
fish duckling dog cub
fish duckling duck foal
fish duckling eagle eaglet
fish duckling fly puppy
fish duckling frog joey
fish duckling insect piglet
fish duckling goose bunny
fish duckling horse fawn
fish duckling kangaroo lamb
fish duckling owl larva
fish duckling pig tadpole
fish duckling rabbit fingerling
fish duckling sheep calf
fish duckling swan cygnet
fly puppy bear owlet
fly puppy cat chick
